post_id,comment_id,comment_text,pos,neg,neu,compound,polarity
A7,23099,"94 dollars for a red fleece hoodie, that was probably made in the same place as a walmart red fleece hoddie for 20 bucks lol. literally robbery.",0.097,0.0,0.903,0.4215,positive
A7,23109,first 😍  😍  😍  😍,0.48,0.0,0.52,0.9001,strongly positive
A7,23111,😮  😍  ❤ ️,0.444,0.0,0.556,0.802,strongly positive
A7,23112,where did the ass go?,0.0,0.467,0.533,-0.5423,strongly negative
A7,23113,you are looking like your sister kendal :),0.478,0.0,0.522,0.6705,strongly positive
A7,23115,"I feel like it's just not interesting. A little ""too"" basic.. it feels like kylie is simply using it to show off how slim and tiny she is now.. we get it, we still see u",0.124,0.056,0.82,0.4102,positive
A7,23117,ky you looked like a bollywood star ❤ ️,0.456,0.0,0.544,0.7717,strongly positive
A7,23120,here for the lounge wear  ❤ ️ 🙌  🏻,0.259,0.0,0.741,0.6369,strongly positive
A7,23123,❤ ️ 🤍  ❤ ️,0.716,0.0,0.284,0.9274,strongly positive
A7,23124,drop dead gorgeous 😍,0.427,0.39,0.183,0.1531,positive
A7,23129,💯  💯,0.0,0.0,1.0,0.0,neutral
A7,23134,yes you're right!! her surgeries botox fillers 💉  💉  💉  💉,0.247,0.0,0.753,0.508,strongly positive
A7,23135,these h&m ahh clothes 😭,0.0,0.341,0.659,-0.4767,negative
A7,23136,stunning  😍,0.651,0.0,0.349,0.6808,strongly positive
A7,23137,I can get sweat pants in target. stick to makeup,0.0,0.0,1.0,0.0,neutral
A7,23142,🫐  🫐  🫐  🫐  🫐  🫐  🫐  🫐  🫐  🫐  🫐  🫐  🫐  🫐  🫐  🫐  🫐  🫐  🫐  🫐  🫐  🫐  🫐  🫐  🫐  🫐  🫐  🫐  🫐  🫐  🫐  🫐,0.0,0.0,1.0,0.0,neutral
A7,23143,❤ ️ ❤ ️ ❤ ️ 👏  ❤ ️,0.688,0.0,0.312,0.9674,strongly positive
A7,23149,beautiful  🥹  😍,0.633,0.0,0.367,0.7845,strongly positive
A7,23156,your best version.  love itt ❤ ️,0.716,0.0,0.284,0.9274,strongly positive
A7,23164,ROW LOVE  ♥ ️ ♥ ️ 🤍  🤍,0.806,0.0,0.194,0.9798,strongly positive
A7,23165,kyli.... are the best  😍,0.545,0.0,0.455,0.802,strongly positive
A7,23171,"I actually love her brands  😍  they look so clean,and they are practical  🔥  🔥",0.478,0.0,0.522,0.9153,strongly positive
A7,23181,mom is iconic 😍,0.565,0.0,0.435,0.7579,strongly positive
A7,23186,love you  ❤ ️ ❤ ️ ❤ ️,0.706,0.0,0.294,0.9571,strongly positive
A7,23190,my belly will be frozen all winter long  🥹,0.0,0.0,1.0,0.0,neutral
A7,23193,hot,1.0,0.0,0.0,0.296,positive
A7,23194,so like…. skims? but with your name on it instead,0.0,0.0,1.0,0.0,neutral
A7,23195,"sorry, kylie, but this collection is boring and lifeless. I don't see any taste when I look at it. what's happening to you?! 😦",0.0,0.231,0.769,-0.7574,strongly negative
A7,23211,my love  😍   😘  😘  😘  😘  😘  👑,0.565,0.0,0.435,0.9741,strongly positive
A7,23212,👏  🔥  🔥  😍,0.744,0.0,0.256,0.891,strongly positive
A7,23213,good baby  😍,0.596,0.0,0.404,0.7096,strongly positive
A7,23217,📌  📍  🍭  💬,0.0,0.0,1.0,0.0,neutral
A7,23222,Y so gorgeousand  sexy 🔥,0.692,0.0,0.308,0.7745,strongly positive
A7,23224,it called timothy couldn’t handle all that ass,0.0,0.333,0.667,-0.5423,strongly negative
A7,23225,❤  🤍  🤩  🌹  🌹,0.627,0.0,0.373,0.8555,strongly positive
A7,23227,kylie you’re so hot lmao,0.701,0.0,0.299,0.7932,strongly positive
A7,23229,it's giving HM,0.545,0.0,0.455,0.34,positive
A7,23234,❤ ️ 🖤  ❤ ️ 🤍  🤍,0.75,0.0,0.25,0.9719,strongly positive
A7,23235,❤ ️ ❤ ️ very beautiful  😍  💋  cute picture dear  ❤ ️ 💖  love,0.765,0.0,0.235,0.9906,strongly positive
A7,23241,your beauty and sensuality take my breath away every time. you are a true force of nature and make me feel like I'm in paradise.,0.388,0.0,0.612,0.9231,strongly positive
A7,23244,really? sweats?,0.0,0.0,1.0,0.0,neutral
A7,23246,shein never let me down,0.0,0.0,1.0,0.0,neutral
A7,23247,you are the most beautiful,0.512,0.0,0.488,0.6361,strongly positive
A7,23253,💘  💘  💘  💘  💘  💘,0.677,0.0,0.323,0.9803,strongly positive
A7,23259,😍  🔥  🔥  🔥  🔥,0.826,0.0,0.174,0.9217,strongly positive
A7,23265,💖  💖  💖  💖  💖  💖  💖  💖  💖  💖  💖  💖  💖,1.0,0.0,0.0,0.9977,strongly positive
A7,23266,how would this look on someone 5'1 tho 😭  😭,0.0,0.341,0.659,-0.7351,strongly negative
A7,23267,my dream girl for this life ♾ ️ 🫂  ❣ ️,0.36,0.0,0.64,0.7351,strongly positive
A7,23274,you so sweetheart  ❤ ️,0.694,0.0,0.306,0.8766,strongly positive
A7,23276,🔥  🔥  🙌  🙌  🙌  🙌  ❤ ️ ❤ ️ ❤ ️ ❤ ️,0.583,0.0,0.417,0.9732,strongly positive
A7,23277,❤ ️ 🖤  🤍  🖤  🤍  ❤ ️,0.759,0.0,0.241,0.9803,strongly positive
A7,23278,hottt 🔥  🔥  🔥,0.894,0.0,0.106,0.8126,strongly positive
A7,23279,kylie the swag 🔥,0.483,0.0,0.517,0.4215,positive
A7,23283,merry christmas to you dear,0.67,0.0,0.33,0.7269,strongly positive
A7,23286,🌸  ❤ ️,0.512,0.0,0.488,0.6369,strongly positive
A7,23288,none of this is speaking to me,0.0,0.0,1.0,0.0,neutral
A7,23289,can’t cope with that coziness your emitting,0.294,0.0,0.706,0.3612,positive
A7,23290,💋  💋  ‼ ️.,0.483,0.0,0.517,0.6808,strongly positive
A7,23292,"i really don’t get the hype, sorry kylie <3",0.259,0.116,0.625,0.3818,positive
A7,23293,🎄  🖤  🔥,0.7,0.0,0.3,0.7906,strongly positive
A7,23294,you’re so AMAZING  😍  😍  😍  🔥  🔥  🔥  ❤ ️ ❤ ️ ❤ ️,0.674,0.0,0.326,0.9883,strongly positive
A7,23298,SHE LOOKS GORGEOUS ISTG!,0.589,0.0,0.411,0.6476,strongly positive
A7,23300,red line area,0.0,0.0,1.0,0.0,neutral
A7,23301,i love you girl,0.583,0.0,0.417,0.6369,strongly positive
A7,23303,❤ ️ ❤ ️ ❤ ️ ❤ ️ 👏  👏  👏  👏,0.706,0.0,0.294,0.9831,strongly positive
A7,23307,🥹  ❤ ️,0.583,0.0,0.417,0.6369,strongly positive
A7,23315,omggggggg 😍  😍  😍  😍  😍  😍  😍  😍  😍  😍  😍  😍  😍  😍  😍  😍  😍  😍  😍  😍  👸  👸  👸  👸  👸  👸  👸  👸,0.465,0.0,0.535,0.9953,strongly positive
A7,23316,don't buy her products never ever,0.0,0.0,1.0,0.0,neutral
A7,23320,🍉  🍉  🍉  🍉  🍉  🍉,0.0,0.0,1.0,0.0,neutral
A7,23321,"thanks god,you not upload this picture in november,",0.293,0.0,0.707,0.4404,positive
A7,23330,🌙  🌙,0.0,0.0,1.0,0.0,neutral
A7,23331,❤ ️ 🖤  🤍,0.759,0.0,0.241,0.9274,strongly positive
A7,23333,🔥  ❤ ️ 🔥  ❤ ️ 🔥  ❤ ️ 🔥  ❤ ️ 🔥  ❤ ️,0.778,0.0,0.222,0.9882,strongly positive
A7,23334,I SWEAR THIS CHICK HAS NO NIPZ. SHE NEVER SHOWS THEM,0.0,0.274,0.726,-0.34,negative
A7,23342,it’s called ozempic lol,0.483,0.0,0.517,0.4215,positive
A7,23344,ok i love uuu,0.762,0.0,0.238,0.7506,strongly positive
A7,23349,wheaties by kylie jenner collection!?,0.0,0.0,1.0,0.0,neutral
A7,23353,🍉  🍉  🍉  🍉  🍉  🍉  🍉  🍉,0.0,0.0,1.0,0.0,neutral
A7,23358,hot  🔥  🔥,1.0,0.0,0.0,0.7783,strongly positive
A7,23359,putn it out the talkn the flyer lipstick n gear wear 😍,0.176,0.0,0.824,0.4588,positive
A7,23360,the boss  😍  🔥,0.537,0.0,0.463,0.7003,strongly positive
A7,23364,its something different about kylie,0.0,0.0,1.0,0.0,neutral
A7,23374,😭  😭  🤌  🤌,0.0,0.508,0.492,-0.7351,strongly negative
A7,23377,khy drops n yall must stop n shop alot  😍,0.185,0.136,0.679,0.2023,positive
A7,23378,ily sm,0.815,0.0,0.185,0.6597,strongly positive
A7,23381,I love you  😘  😘  😘  😘  😘,0.517,0.0,0.483,0.9531,strongly positive
A7,23387,omg 😍  😍  😍,0.534,0.0,0.466,0.8519,strongly positive
A7,23389,"putn US UP ON THE GAIN PRETTY GAME GANG ,WHERE LOVELY LOOKS IS THAT THANG DAT GOTS EM HOOKED 😍  😍",0.458,0.0,0.542,0.9618,strongly positive
A7,23391,❤ ️‍ 🔥  🤍  🖤,0.794,0.0,0.206,0.9468,strongly positive
A7,23392,😉  🙃,0.0,0.0,1.0,0.0,neutral
A7,23398,👍  🏼  ❤ ️ 😘  😘,0.43,0.0,0.57,0.8689,strongly positive
A7,23400,🤍  🔥  🤍  🔥  🤍  🔥  🤍  🔥  🤍  🔥  🤍,0.867,0.0,0.133,0.9907,strongly positive
A7,23402,amazing  🔥  🔥  😍  😍  😍  😍  😍,0.619,0.0,0.381,0.9732,strongly positive
A7,23403,hey,0.0,0.0,1.0,0.0,neutral
A7,23406,♥ ️ 🔥  ♥ ️ 🔥  ♥ ️ 🔥  ♥ ️ 🔥  ♥ ️ 🔥  ♥ ️,0.766,0.0,0.234,0.9907,strongly positive
A7,23412,❤ ️ ❤ ️ 𝗪𝗛𝗢 𝗡𝗘𝗘𝗗𝗦 𝟭𝗞 - 𝟭𝟬𝗸 𝗥𝗘𝗔𝗟 𝗙𝗢𝗟𝗟𝗢𝗪𝗘𝗥𝗦 | 𝗟𝗜𝗞𝗘𝗦 | 𝗩𝗜𝗘𝗪𝗦 | 𝗖𝗢𝗠𝗠𝗘𝗡𝗧𝗦 𝗔𝗡𝗗 𝗠𝗢𝗥𝗘 ? 𝗗𝗠 𝗙𝗢𝗥 𝗕𝗜𝗭,0.268,0.0,0.732,0.8555,strongly positive
A7,23416,🖤  🌼  ♥ ️,0.677,0.0,0.323,0.8555,strongly positive
A7,23418,🚽  🚽  🚽  🚽  🚽  🖕  🏾  🖕  🏾  🖕  🏾  🖕  🏾  🖕  🏾,0.0,0.0,1.0,0.0,neutral
A7,23420,"yes my brother, i'm sorry",0.386,0.186,0.429,0.34,positive
A7,23421,is it just me or did she done dating rappers.? cause where did that ass go,0.0,0.189,0.811,-0.5423,strongly negative
A7,23423,second row  😍  😍,0.548,0.0,0.452,0.8176,strongly positive
A7,23424,❤ ️ 🤍  🖤,0.759,0.0,0.241,0.9274,strongly positive
A7,23443,🗨,0.0,0.0,1.0,0.0,neutral
A7,23448,🙌  🔥,0.583,0.0,0.417,0.4215,positive
A7,23455,first me  ❤ ️,0.512,0.0,0.488,0.6369,strongly positive
B1,23460,oh my! there goes my baby  ❤ ️,0.36,0.0,0.64,0.6696,strongly positive
B1,23462,do I need to check your pulse?,0.0,0.0,1.0,0.0,neutral
B1,23467,yes she is!!,0.621,0.0,0.379,0.508,strongly positive
B1,23468,"like fine wine, good lord have mercy.",0.764,0.0,0.236,0.8271,strongly positive
B1,23469,aging backwards cause what’s up usher  😢,0.0,0.307,0.693,-0.4767,negative
B1,23470,A mí me gustan de esos  😍 ....... I like that 😍  🔥,0.43,0.0,0.57,0.8834,strongly positive
B1,23476,the second slide  👀  🫦,0.0,0.0,1.0,0.0,neutral
B1,23477,you said it and I was thinking it,0.0,0.0,1.0,0.0,neutral
B1,23478,I just need all package plus I don't know can I get it in kenya 🔥  🔥  🔥,0.359,0.0,0.641,0.8126,strongly positive
B1,23479,is he holding agbalumo or apple?? USHER for a reason 🔥  👏  👏  👏,0.483,0.0,0.517,0.9034,strongly positive
B1,23486,not with the peach. how else is he gonna tell all the gays he’s a bottom without actually saying it. ok user heard you sissy boy,0.081,0.0,0.919,0.296,positive
B1,23488,seriously does this man age geezus  😍,0.236,0.134,0.63,0.3182,positive
B1,23491,girl! what are you trying to do to us? 😍  😍  😍  🔥  🔥  🔥,0.496,0.0,0.504,0.9493,strongly positive
B1,23492,usher  ❤ ️,0.583,0.0,0.417,0.6369,strongly positive
B1,23497,oooooooooo usher! OMG,0.538,0.0,0.462,0.3237,positive
B1,23498,🙏  🏾  🙏  🏾  🙏  🏾 usher is for the woman only 🤞  🏾  💞,0.137,0.0,0.863,0.6486,strongly positive
B1,23499,"oh .., that’s a nice surprise  🔥",0.658,0.0,0.342,0.7717,strongly positive
B1,23501,🥵,0.688,0.0,0.312,0.296,positive
B1,23506,"now, I am a LITTLE surprised....",0.319,0.0,0.681,0.327,positive
B1,23507,I saw the way kim and usher looked at each other when they were at his show in vegas  😉,0.0,0.0,1.0,0.0,neutral
B1,23508,you not hotter than my husband …  😂  😂  😂  that’s my comment,0.316,0.158,0.526,0.8271,strongly positive
B1,23509,what’s with the apple lol,0.412,0.0,0.588,0.4215,positive
B1,23515,it’s like kim done this just for your birthday,0.238,0.0,0.762,0.3612,positive
B1,23516,this man is 93 and looks like this  🔥,0.451,0.0,0.549,0.6956,strongly positive
B1,23519,💯  ✔ ️,0.0,0.0,1.0,0.0,neutral
B1,23522,💕  🙏,0.589,0.0,0.411,0.6486,strongly positive
B1,23525,🤤  🤤  🤤  🤤  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  😮 ‍ 💨  😮 ‍ 💨  😮 ‍ 💨  😮 ‍ 💨  😮 ‍ 💨  😮 ‍ 💨  😮 ‍ 💨  😮 ‍ 💨,0.259,0.0,0.741,0.9657,strongly positive
B1,23529,like really what are we buying/selling  🥴  I I'm cumfusuuesd  🥴  ⁉ ️,0.135,0.0,0.865,0.3612,positive
B1,23531,usher  😍  😍  😍,0.474,0.0,0.526,0.8402,strongly positive
B1,23532,okkkkkkkkkk these KARDASHIANS know how to get the bag  ❤ ️ ❤ ️ ❤ ️ ❤ ️ 🔥  🔥  🔥  🔥  🔥  🔥  🔥,0.682,0.0,0.318,0.9886,strongly positive
B1,23537,so what does the peach represent?!,0.0,0.0,1.0,0.0,neutral
B1,23546,I almost thought it's usher 🫣  am not okey  😂  😂  I will take some  🍼  milk now to calm down,0.256,0.098,0.646,0.7964,strongly positive
B1,23552,this man know he fine,0.31,0.0,0.69,0.2023,positive
B1,23553,he never ages!!!  🔥,0.0,0.517,0.483,-0.4953,negative
B1,23555,moving mountains…  🎤,0.0,0.0,1.0,0.0,neutral
B1,23556,I mean - yesssss 🔥  🔥  🔥,0.677,0.0,0.323,0.8126,strongly positive
B1,23557,he’s ucky,0.0,0.0,1.0,0.0,neutral
B1,23559,he got herpes girl watch out,0.0,0.0,1.0,0.0,neutral
B1,23560,he can get it,0.0,0.0,1.0,0.0,neutral
B1,23561,supposedly a dude also,0.0,0.0,1.0,0.0,neutral
B1,23563,how has he NOT aged,0.0,0.0,1.0,0.0,neutral
B1,23566,annnnnnd squizzing the peach  🍑   ❤ ️yum yummy  🤤,0.458,0.0,0.542,0.8225,strongly positive
B1,23572,that man does not age.,0.0,0.0,1.0,0.0,neutral
B1,23577,me too,0.0,0.0,1.0,0.0,neutral
B1,23581,👏  👏  👏  👏  👏  🔥  🔥  🔥  🔥  🔥  🔥  🔥  ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️,0.765,0.0,0.235,0.9968,strongly positive
B1,23583,ffs i actually got a shock 😭  😭  😭,0.0,0.611,0.389,-0.9403,strongly negative
B1,23586,he has aged well  🔥,0.62,0.0,0.38,0.5994,strongly positive
B1,23587,😂  that’s funny to me,0.459,0.13,0.411,0.7003,strongly positive
B1,23588,well he has the gift that keeps on giving,0.552,0.0,0.448,0.7506,strongly positive
B1,23592,hard to think of usher as sexy due to the STD talks.  😢,0.18,0.238,0.582,-0.0258,negative
B1,23597,😆  🤭,0.487,0.0,0.513,0.6908,strongly positive
B1,23598,🔥  🔥  🔥  OMG,1.0,0.0,0.0,0.8567,strongly positive
B1,23601,🤎  🖤  ✔ ️,0.412,0.0,0.588,0.6369,strongly positive
B1,23605,😳,0.0,0.0,1.0,0.0,neutral
B1,23607,this man is perfect  🔥  🙌  ❤ ️,0.605,0.0,0.395,0.8934,strongly positive
B1,23608,your imagination and creativity is oit of this world. im bowing to this  🙌  🙌  👏  👏  👏,0.379,0.0,0.621,0.891,strongly positive
B1,23610,so good,0.762,0.0,0.238,0.4927,positive
B1,23611,good lord  🤣  🤣  🤣,0.49,0.0,0.51,0.91,strongly positive
B1,23612,shes so smart,0.599,0.0,0.401,0.4576,positive
B1,23613,kim!! mother of range,0.0,0.0,1.0,0.0,neutral
B1,23615,ok kim! you not playin huh?,0.333,0.0,0.667,0.3595,positive
B1,23618,oooo very fine photos 😍,0.472,0.0,0.528,0.6549,strongly positive
B1,23619,mr .U i think its time u come back home.  😮  😮  😮  😮,0.0,0.0,1.0,0.0,neutral
B1,23621,imma get you some water,0.0,0.0,1.0,0.0,neutral
B1,23623,well lets just hope he's a grower 😂  😂  😂  😂  😂,0.449,0.178,0.374,0.9552,strongly positive
B1,23625,can’t wait for the album yakno  👀  👀,0.0,0.0,1.0,0.0,neutral
B1,23628,oh hey usher,0.0,0.0,1.0,0.0,neutral
B1,23629,use drake next. I want to check something.  😂,0.3,0.112,0.588,0.4939,positive
B1,23631,🔥  😄,0.735,0.0,0.265,0.8074,strongly positive
B1,23635,😭 the peach  🤣  💀  🔥  🔥  🔥,0.43,0.274,0.296,0.4939,positive
B1,23638,what about the peach ? ahaha,0.0,0.0,1.0,0.0,neutral
B1,23641,well I bet that was a rough day in the office  😂  ❤ ️ 😍,0.397,0.058,0.545,0.9042,strongly positive
B1,23645,shut up already,0.0,0.0,1.0,0.0,neutral
B1,23647,mqk  🤞  🏾  ndi happy yi le into STRUU dr raymond ke sweety 🫶  🏾  ♥ ️ ♥ ️ ♥ ️ ♥ ️ ♥ ️ ♥ ️ ♥ ️ ♥ ️ ♥ ️,0.529,0.0,0.471,0.9925,strongly positive
B1,23648,🤣  🤣,0.444,0.0,0.556,0.7506,strongly positive
B1,23649,boyyy you still sexyyy but I won’t touch  👐  🏽  !!,0.0,0.0,1.0,0.0,neutral
B1,23650,and he wears skirts.,0.0,0.0,1.0,0.0,neutral
B1,23651,talk about aging like fine wine  🫦  🫦  🫦  🥵  😍  💁 ‍ ♀ ️kodwa wekimberly usenzani bawo  😩  😮 ‍ 💨  😋,0.277,0.046,0.677,0.8625,strongly positive
B1,23653,😳  🔥  😅  🫠  🤤  💦  🍯  🍭  🍆  😈  😍  hot damn!,0.378,0.074,0.548,0.8777,strongly positive
B1,23654,🤯,0.0,0.0,1.0,0.0,neutral
B1,23655,shheesh 🔥  usher raymond,0.483,0.0,0.517,0.4215,positive
B1,23660,"damn, usher really fell off.",0.0,0.403,0.597,-0.4019,negative
B1,23661,"I don't even have a need to get these for anyone, but still looked twice!",0.0,0.0,1.0,0.0,neutral
B1,23662,aight kim i see you baby  🔥,0.318,0.0,0.682,0.4215,positive
B1,23663,🤤  🤤,0.0,0.0,1.0,0.0,neutral
B1,23664,is it me or he has percing in the middle of his ears?,0.0,0.0,1.0,0.0,neutral
B1,23667,kim. thank you,0.556,0.0,0.444,0.3612,positive
B1,23673,❤ ️ 😍  🔥,0.667,0.0,0.333,0.875,strongly positive
B1,23675,I thought the same but in the white he has a bulge 🤣  🤦  🏽 ‍ ♀ ️,0.147,0.0,0.853,0.6486,strongly positive
B1,23677,❤  ❤  ❤,0.808,0.0,0.192,0.9274,strongly positive
B1,23680,usher 😍  😍  😍  😍  😍  ❤ ️ ❤ ️ 🔥  🔥  🔥  🔥,0.634,0.0,0.366,0.9868,strongly positive
B1,23681,😂  😂  I’m glad you said it because lord I sure was thinking it.  🤢  🤮  🤮,0.279,0.31,0.411,-0.1027,negative
B1,23682,and here I am lookin at the peach,0.0,0.0,1.0,0.0,neutral
B1,23683,usher you look  👌  🏼,0.505,0.0,0.495,0.7297,strongly positive
B1,23685,"every time I look at this man, I think of stds. I will never forget all the stories I’ve heard.",0.081,0.0,0.919,0.1695,positive
B1,23687,this man does not age one bit ❤ ️ ❤ ️,0.433,0.0,0.567,0.8555,strongly positive
B1,23688,why they got the nigga holding a peach,0.0,0.0,1.0,0.0,neutral
B1,23689,he is just one of the most friggin sexiest men alive! delicious  🩷,0.384,0.0,0.616,0.7818,strongly positive
B1,23690,mmmhmm kim know what she’s doing!,0.0,0.0,1.0,0.0,neutral
B1,23693,usher looking  🔥,0.583,0.0,0.417,0.4215,positive
B1,23695,😢  ❤ ️ ❤ ️ ❤ ️ ❤ ️,0.581,0.107,0.311,0.9403,strongly positive
B1,23696,I’m sorry…what’s the ad about again….i was distracted by ursher baby  😍,0.163,0.13,0.707,0.1531,positive
B1,23697,whew 🔥  🔥  🔥,0.894,0.0,0.106,0.8126,strongly positive
B1,23701,I think those underwears too tight usher might catch a yeast infection 😂  😂  😂,0.299,0.15,0.551,0.8271,strongly positive
B1,23708,kimmy you have been EATING UP with these collabs,0.0,0.0,1.0,0.0,neutral
B1,23709,mmmmmm dammit IT... I can go to  💤  sleep now... sensually skims  😂  😉,0.159,0.172,0.669,0.1779,positive
B1,23710,OMG 🔥,1.0,0.0,0.0,0.5904,strongly positive
B1,23717,"can we get you to second that in motion, kim, because I don't object  🤣",0.151,0.0,0.849,0.4939,positive
B1,23722,ohhhh usher  😮,0.0,0.0,1.0,0.0,neutral
B1,23723,I didn’t remember but hey it didn’t made for dogs n if it’s true he didn’t give to him self I guess,0.15,0.0,0.85,0.5719,strongly positive
B1,23725,nigga think he a jojo character  😂,0.259,0.129,0.612,0.4404,positive
B1,23726,who fcking cares 😂,0.496,0.139,0.365,0.7096,strongly positive
B1,23728,😍  kim good pickens 😂  😂,0.477,0.134,0.389,0.8934,strongly positive
B1,23729,omg the hottest ever. loved him then and love him now.  😍   🔥,0.58,0.0,0.42,0.9349,strongly positive
B1,23733,is that a question?,0.0,0.0,1.0,0.0,neutral
B1,23734,"usher, baby",0.0,0.0,1.0,0.0,neutral
B1,23736,just scroll pass. SMH  🤦  🏽 ‍ ♀ ️,0.0,0.202,0.798,-0.4648,negative
B1,23738,them herpes ?,0.0,0.0,1.0,0.0,neutral
B1,23740,usted si sabe como hacer MARKETING  👏  👏  👏  🔥  🔥,0.619,0.0,0.381,0.9274,strongly positive
B1,23741,I think I just had an orgasm.... 😍  😍  🔥  🔥  🔥  ❤ ️,0.554,0.0,0.446,0.9559,strongly positive
B1,23742,the way i hollered ty. you are doing gods work too,0.0,0.0,1.0,0.0,neutral
B1,23743,usher  🔥  👏  🙌  ❤ ️,0.625,0.0,0.375,0.875,strongly positive
B1,23744,damn this man know how to tease  😮 ‍ 💨  😮 ‍ 💨  😍,0.1,0.167,0.733,-0.25,negative
B1,23747,you DID THAT 🔥,0.483,0.0,0.517,0.4215,positive
B1,23748,"oh snap, I’m there!!  😮  👏  🔥",0.415,0.0,0.585,0.7494,strongly positive
B1,23750,CALL tÔ JUNGKOOK OF BtS!!!!!,0.0,0.0,1.0,0.0,neutral
B1,23751,this is everything,0.0,0.0,1.0,0.0,neutral
B1,23753,🙌  🙌  🙌  🙌  🔥,0.259,0.0,0.741,0.4215,positive
B1,23754,thank you kim  😍,0.524,0.0,0.476,0.6705,strongly positive
B1,23755,there goes my babayyyy there he goooo,0.0,0.0,1.0,0.0,neutral
B1,23756,🤤   🔥,0.583,0.0,0.417,0.4215,positive
B1,23758,kim you issssh  😍  😍  😍,0.429,0.0,0.571,0.8402,strongly positive
B1,23760,usher is aging great!,0.594,0.0,0.406,0.6588,strongly positive
B1,23762,🔥  🔥  🔥  🔥  🔥  😍,0.85,0.0,0.15,0.9432,strongly positive
B1,23763,DAMN…. Y’all kardashians know how to capitalize  😍  I ain’t mad at you  🔥  🔥,0.333,0.124,0.543,0.6597,strongly positive
B1,23764,"I don't, but even if I did I still ain't buying it.",0.0,0.0,1.0,0.0,neutral
B1,23765,this is a lot but that’s ok too.,0.286,0.0,0.714,0.4215,positive
B1,23767,same!! and it's not at all sexy  🙅  🏻 ‍ ♀ ️,0.0,0.296,0.704,-0.7425,strongly negative
B1,23769,should of had safaree,0.0,0.0,1.0,0.0,neutral
B1,23772,yes kim!!!!! thank you for this  ❤ ️,0.638,0.0,0.362,0.8902,strongly positive
B1,23773,🔥  👏  👏  👏,0.797,0.0,0.203,0.8957,strongly positive
B1,23774,I don't care what nobody says kim is dope,0.0,0.247,0.753,-0.3875,negative
B1,23779,forreal!!,0.0,0.0,1.0,0.0,neutral
B1,23785,you know you're breaking the law with this one ma'am! OMG! he is fine!,0.282,0.0,0.718,0.5732,strongly positive
B1,23787,ok then 🔥,0.833,0.0,0.167,0.6124,strongly positive
B1,23788,Y’all saying kim did the lords work knowin damn well it was kris the whole time,0.112,0.144,0.745,-0.1531,negative
B1,23789,this one is for you  🔥,0.359,0.0,0.641,0.4215,positive
B1,23791,he's not cute to me never has been ...and even if he was it wouldn't make me go out and spend 100 bucks on underwear  😂,0.108,0.125,0.767,0.1078,positive
B1,23792,I'm not zooming......you are! 😍,0.0,0.284,0.716,-0.416,negative
B1,23793,thank you kim!!,0.607,0.0,0.393,0.4738,positive
B1,23795,why is he such the perfect model for this line  👏  🏾  👏  🏾  👏  🏾  nicely done,0.415,0.0,0.585,0.9393,strongly positive
B1,23801,yes please  😍  😂,0.599,0.096,0.305,0.872,strongly positive
B1,23802,really why elba,0.0,0.0,1.0,0.0,neutral
B1,23806,marketing queen hands down okay  👏  🔥,0.737,0.0,0.263,0.8807,strongly positive
B1,23809,he’s from atlanta. that’s what it represents the south!,0.0,0.0,1.0,0.0,neutral
B1,23810,she updated the pics,0.0,0.0,1.0,0.0,neutral
B1,23811,ALLL that man rockin dim skims  🔥,0.318,0.0,0.682,0.4215,positive
B1,23815,poster boy for std  🤣  😂,0.352,0.095,0.553,0.7269,strongly positive
B1,23816,please go into my bio and click on the link and vote for me to become americas favorite pet!! 🩵  🐾  IAMJASON,0.219,0.0,0.781,0.7081,strongly positive
B1,23819,mmmm maybe not the best person to choose for undies considering he gives women stds n stuff. idk just what comes to mind and I’m in a sharing mood  😂,0.156,0.158,0.686,0.234,positive
B1,23820,"look up celebrities rumored to have herpes. ha, the irony in this photo and who he is modeling for and both rumored to have herpes.",0.0,0.048,0.952,-0.0516,negative
B1,23821,ur-sher! your lunch is readyyyyyy  😮,0.0,0.0,1.0,0.0,neutral
B1,23824,and thank you  ☺ ️,0.579,0.0,0.421,0.6705,strongly positive
B1,23825,usher doesn't age..  😮,0.0,0.0,1.0,0.0,neutral
B1,23827,now kim you knew what you was doing with this shoot !  🔥,0.184,0.163,0.653,0.088,positive
B1,23828,bihh I hate you  🤣  🤣  🤣  🤣,0.361,0.104,0.535,0.8442,strongly positive
B1,23829,godddaaammnnn he looks fine as hell  🔥    😂,0.384,0.297,0.32,0.2263,positive
B1,23837,squeeze that  🍑  😂,0.325,0.162,0.513,0.4404,positive
B1,23838,😂  😂  😂  😂  😂  😂  😂  😂  😂  😂  😂,0.437,0.218,0.345,0.9833,strongly positive
B1,23839,girl you need to get it!! is he single?!?,0.0,0.0,1.0,0.0,neutral
B1,23840,👏  🏾  🤌  🏾,0.273,0.0,0.727,0.4588,positive
B1,23843,👩  🏽 ‍ 🦯,0.0,0.0,1.0,0.0,neutral
B1,23844,fineee asfff,0.0,0.0,1.0,0.0,neutral
B1,23845,I loved to get you the green  🍏  ones against your skin  😍    🍀    skims,0.266,0.0,0.734,0.7845,strongly positive
B1,23846,7th slide 😍  😍  😍  😍,0.462,0.0,0.538,0.9001,strongly positive
