post_id,comment_id,comment_text,polarity,comment_train
B3,30769,🖤  🤍,strongly positive,🖤 🤍
B3,30771,the makeup though  😍  😍  😍  😍,strongly positive,makeup though 😍 😍 😍 😍
B3,30772,🔥  🔥  🔥  🔥  🔥  🔥  ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ 🔥  🔥  🔥  🔥  🔥  🔥  ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️,strongly positive,🔥 🔥 🔥 🔥 🔥 🔥 ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ 🔥 🔥 🔥 🔥 🔥 🔥 ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️
B3,30775,love!,strongly positive,love !
B3,30777,😍  ❤ ️‍ 🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥,strongly positive,😍 ❤ ️‍ 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥
B3,30780,you’re kim kardashian and of course you’re a goddess 😍  😍  😍  😍,strongly positive,youre kim kardashian course youre goddess 😍 😍 😍 😍
B3,30781,🤍  ✨,strongly positive,🤍 ✨
B3,30782,A look,neutral,look
B3,30788,the one and truly only  😍  ❤ ️,strongly positive,one truly 😍 ❤ ️
B3,30789,minimalist queen,strongly positive,minimalist queen
B3,30791,so cute  💕  looking younger than ever,strongly positive,cute 💕 look young ever
B3,30792,"you will die one day, do some good to remember",negative,die one day good remember
B3,30807,gorgeous  🔥  🔥  🔥,strongly positive,gorgeous 🔥 🔥 🔥
B3,30809,I had dream with you I had your donut !!!,positive,dream donut ! ! !
B3,30810,coat from where cause I need it 😭  😍,negative,coat cause need 😭 😍
B3,30811,I need this whole fit kimmy  😭,negative,need whole fit kimmy 😭
B3,30812,gorgeous  💕,strongly positive,gorgeous 💕
B3,30813,how much money you getting for this. girl!!!!!!,neutral,much money get this girl ! ! ! ! ! !
B3,30817,😍  ❤ ️ ❤ ️ 🔥,strongly positive,😍 ❤ ️ ❤ ️ 🔥
B3,30821,🖤  😘  🤑  🍦  🌋,strongly positive,🖤 😘 🤑 🍦 🌋
B3,30823,🙌  ❤ ️ 🔥  🔥  🔥  🔥,strongly positive,🙌 ❤ ️ 🔥 🔥 🔥 🔥
B3,30824,I read that in your voice LOL,strongly positive,read voice LOL
B3,30825,libra queen,strongly positive,libra queen
B3,30829,🔥  🔥  🔥  💜,strongly positive,🔥 🔥 🔥 💜
B3,30833,this blush combo  ❤ ️‍ 🔥,strongly positive,blush combo ❤ ️‍ 🔥
B3,30834,😭  😍  😍,positive,😭 😍 😍
B3,30837,what’s the blush 😍,positive,whats blush 😍
B3,30843,beautiful  🔥  🔥  ❤ ️ ❤ ️ ❤ ️,strongly positive,beautiful 🔥 🔥 ❤ ️ ❤ ️ ❤ ️
B3,30845,🤩  😍  😍,strongly positive,🤩 😍 😍
B3,30848,I can find these on SHEIN for cheap,neutral,find SHEIN cheap
B3,30852,so beautiful love  💗  💗  💗  😘,strongly positive,beautiful love 💗 💗 💗 😘
B3,30855,everything looks so cozy,neutral,everything look cozy
B3,30861,gorgeous mama  🔥  🔥  🔥,strongly positive,gorgeous mama 🔥 🔥 🔥
B3,30864,gorgeous girl  ❤ ️,strongly positive,gorgeous girl ❤ ️
B3,30873,I am kim kardashian.. of course I am iconic  🔥  🔥  🔥,strongly positive,kim kardashian course iconic 🔥 🔥 🔥
B3,30874,queen  🤍  🤍  🤍  🤍,strongly positive,queen 🤍 🤍 🤍 🤍
B3,30876,plasticsurgery_turkey 🇹🇷,neutral,plasticsurgeryturkey 🇹🇷
B3,30879,😍  🤤  ❤,strongly positive,😍 🤤 ❤
B3,30884,hey under eyes 😍  girl you look STUNNING,strongly positive,hey eye 😍 girl look STUN
B3,30885,😍  ❤ ️+ 😜,strongly positive,😍 ❤ ️ 😜
B3,30887,jacket which brand,neutral,jacket brand
B3,30893,not now kim we are still busy with nicky and megan  😂  😂,strongly positive,kim still busy nicky megan 😂 😂
B3,30894,beautiful  😍  😍  😍  😍  ❤ ️ ❤ ️ ❤ ️,strongly positive,beautiful 😍 😍 😍 😍 ❤ ️ ❤ ️ ❤ ️
B3,30900,"your kim K, of course everything is beige",neutral,kim K course everything beige
B3,30901,the best 💝,strongly positive,best 💝
B3,30903,such a look. 🤍,strongly positive,look 🤍
B3,30904,kim your captions lately!!!!  🙌  🙌  🙌,neutral,kim caption lately ! ! ! ! 🙌 🙌 🙌
B3,30906,🔥  🔥 sexyyyy mama 🔥  🔥,strongly positive,🔥 🔥 sexyyyy mama 🔥 🔥
B3,30909,I’m kim kardashian of course I’m the queen of the world,strongly positive,Im kim kardashian course Im queen world
B3,30912,SO BEAUTIFUL  ❤ ️ ❤ ️ ❤ ️ ❤ ️,strongly positive,BEAUTIFUL ❤ ️ ❤ ️ ❤ ️ ❤ ️
B3,30918,this is so my vibe,neutral,vibe
B3,30924,🔥  🤍  😍,strongly positive,🔥 🤍 😍
B3,30925,so pretty kimmyyyy  💗  💗,strongly positive,pretty kimmyyyy 💗 💗
B3,30926,"how many animals have to keep dying for these outfits, kim?",neutral,many animal keep die outfit kim
B3,30927,really obsessed,negative,really obsess
B3,30930,kimmy you always ATE,neutral,kimmy always ATE
B3,30936,😘  👸  🏾,positive,😘 👸
B3,30937,it girl  🔥,positive,girl 🔥
B3,30941,"🤍  🤍  🤍  🔥  🫶  🏽 
absolutely LOVE IT",strongly positive,🤍 🤍 🤍 🔥 🫶 🏽 absolutely LOVE
B3,30942,queen K  🔥  🔥  🔥  🔥  🔥,strongly positive,queen K 🔥 🔥 🔥 🔥 🔥
B3,30944,of course !!!!!!!,neutral,course ! ! ! ! ! ! !
B3,30948,beautiful kim ❤ ️,strongly positive,beautiful kim ❤ ️
B3,30951,🤤  😋,neutral,🤤 😋
B3,30952,that gworl.  🔥  😍,strongly positive,gworl 🔥 😍
B3,30956,🤩  🥰,strongly positive,🤩 🥰
B3,30961,my queen 😍,strongly positive,queen 😍
B3,30966,up 😍  😍  😍  😍  😍  😍  😍  😍  😍,strongly positive,😍 😍 😍 😍 😍 😍 😍 😍 😍
B3,30971,this era kim is my fav I think ❤ ️ ❤ ️ ❤ ️,strongly positive,era kim fav think ❤ ️ ❤ ️ ❤ ️
B3,30972,ariana boots,neutral,ariana boot
B3,30974,😍  😍  ❤ ️ ❤ ️ ❤ ️,strongly positive,😍 😍 ❤ ️ ❤ ️ ❤ ️
B3,30979,don't forget ur also the best .,strongly positive,forget also best
B3,30987,beautiful  👏  ❤ ️,strongly positive,beautiful 👏 ❤ ️
B3,30989,slay my queen  😍,strongly positive,slay queen 😍
B3,30991,daddy iove you  🔥  ❤ ️,strongly positive,daddy iove 🔥 ❤ ️
B3,30992,🔥  🔥  🔥  🔥  😮  😮,strongly positive,🔥 🔥 🔥 🔥 😮 😮
B3,30993,stunning  😍  😍,strongly positive,stun 😍 😍
B3,30994,you look beautiful  😍  😍  😍,strongly positive,look beautiful 😍 😍 😍
B3,30996,it’s giving 2012 kim and I’m loving it  ❤ ️,strongly positive,it give 0 kim Im love ❤ ️
B3,31000,kim let me glam you please,positive,kim let glam please
B4,31004,gorgeous kim  ❤ ️,strongly positive,gorgeous kim ❤ ️
B4,31005,I need them skims,neutral,need skim
B4,31006,look like whomever you want too with your abject poverty striking self 😂,positive,look like whomever want abject poverty strike self 😂
B4,31008,✈ ️ ✈ ️ ❤ ️ ❤ ️ ❤ ️ 🔥  🔥,strongly positive,✈ ️ ✈ ️ ❤ ️ ❤ ️ ❤ ️ 🔥 🔥
B4,31009,cherrylips,neutral,cherrylips
B4,31011,what a beautiful woman  🥰  😉  🧡,strongly positive,beautiful woman 🥰 😉 🧡
B4,31012,who is the man?,neutral,man
B4,31014,beautiful 🔥,strongly positive,beautiful 🔥
B4,31019,damm good photography,positive,damm good photography
B4,31021,😘  😘  😘  😘,strongly positive,😘 😘 😘 😘
B4,31022,she copying kourtney poses from her lemme ad. smdh,neutral,copying kourtney pose lemme ad smdh
B4,31023,otcsosi,neutral,otcsosi
B4,31024,blk penis  lover,strongly positive,blk penis lover
B4,31026,sis bring back the nude glosses plz 🥰,strongly positive,si bring back nude gloss plz 🥰
B4,31027,the most beautiful woman of all time,strongly positive,beautiful woman time
B4,31029,why you hiding all that pretty 😍  😍  😍  😍  😍  😍  😍,strongly positive,hiding pretty 😍 😍 😍 😍 😍 😍 😍
B4,31030,pretty american idol  👀  👀  👀  👀  👀  👀  👀  👀  👑  🖤  🖤  🖤  🖤  🖤  🖤,strongly positive,pretty american idol 👀 👀 👀 👀 👀 👀 👀 👀 👑 🖤 🖤 🖤 🖤 🖤 🖤
B4,31031,how does kylie feel about you doing this? competition! smh disgusting!,strongly negative,kylie feel this competition ! smh disgust !
B4,31033,love you so much ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️,strongly positive,love much ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️
B4,31036,you have a beautiful mouth  👄,strongly positive,beautiful mouth 👄
B4,31037,love the makeup  ❤ ️ ❤ ️,strongly positive,love makeup ❤ ️ ❤ ️
B4,31046,❤ ️ ❤ ️ 🔥  😍,strongly positive,❤ ️ ❤ ️ 🔥 😍
B4,31048,nice one i like it very much  ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️,strongly positive,nice one like much ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️
B4,31049,beautiful lips friend,strongly positive,beautiful lip friend
B4,31057,nice beautifull girl,positive,nice beautifull girl
B4,31060,I forgot I even made this comment lol,positive,forgot even make comment lol
B4,31062,very sweet  😍  😍,strongly positive,sweet 😍 😍
B4,31063,beautiful lips. I love you kimi ❤ ️ ❤ ️ 🔥  🔥  🔥  🔥  🔥  🔥,strongly positive,beautiful lip love kimi ❤ ️ ❤ ️ 🔥 🔥 🔥 🔥 🔥 🔥
B4,31064,😘  ❤ ️,strongly positive,😘 ❤ ️
B4,31065,what lip combo is this,neutral,lip combo
B4,31067,"you are so beautiful,and swaggy ❤ ️",strongly positive,beautifuland swaggy ❤ ️
B4,31070,biquinho sexy  💋  💞,strongly positive,biquinho sexy 💋 💞
B4,31071,looks very nice and cool !!,strongly positive,look nice cool ! !
B4,31073,when is it enough?,neutral,enough
B4,31074,🍅  🍅  🍅  🍅  🍅  🍅  🍅  🍅,neutral,🍅 🍅 🍅 🍅 🍅 🍅 🍅 🍅
B4,31075,I want to meet you so bad you AU e been my role model,strongly negative,want meet bad AU e role model
B4,31082,ready as always  👏  👏  🔥  🔥  ❤ ️,strongly positive,ready always 👏 👏 🔥 🔥 ❤ ️
B4,31083,it’s live !!!!! 🙌  ❤ ️,strongly positive,it live ! ! ! ! ! 🙌 ❤ ️
B4,31084,so beautiful  😍  ❤ ️ ❤ ️ ❤ ️ 👏,strongly positive,beautiful 😍 ❤ ️ ❤ ️ ❤ ️ 👏
B4,31085,photos edited as hell. U know how I know? because her hands look young,strongly negative,photo edit hell know know hand look young
B4,31086,I’m so sick of that color already!!! NEXT!,strongly negative,Im sick color already ! ! ! NEXT !
B4,31087,pedophilia supporter you are and a  🐍  🐍  🐍  🐍  🐍  🐍  🐍,strongly negative,pedophilia supporter 🐍 🐍 🐍 🐍 🐍 🐍 🐍
B4,31088,this packaging is  🔥  ☁ ️ 🤍  😍,strongly positive,packaging 🔥 ☁ ️ 🤍 😍
B4,31092,🖤  🤎,strongly positive,🖤 🤎
B4,31097,❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ 👏  🙌,strongly positive,❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ 👏 🙌
B4,31098,love the color.,strongly positive,love color
B4,31100,BAN ALL THINGS katrashian!!! greedy narcissists!,strongly negative,BAN THING katrashian ! ! ! greedy narcissist !
B4,31101,"really cheap products, quality wise. don’t get sucked into her endless quest for money, money, money. I wish she’d get a boyfriend so she’ll go away. so sick of all of them!",negative,really cheap product quality wise dont get suck endless quest money money money wish shed get boyfriend shell go away sick them !
B4,31103,🤩  🤎  🤎  🤎,neutral,🤩 🤎 🤎 🤎
B4,31104,😂  🤩,positive,😂 🤩
B4,31105,whats the number lipstick pls?,positive,whats number lipstick pls
B4,31110,how much does her 15$ lipstick cost?,neutral,much lipstick cost
B4,31111,of course you can get exactly the same thing for 15 bucks max,neutral,course get exactly thing buck max
B4,31112,🌹  🌹  🌹  🔥  🔥  🔥  ✨  ✨  ✨,strongly positive,🌹 🌹 🌹 🔥 🔥 🔥 ✨ ✨ ✨
B4,31113,my new favorite lip color is the same color as my skim underwear,positive,new favorite lip color color skim underwear
B4,31114,waiting for her to promote pedophilia,positive,wait promote pedophilia
B4,31120,❤ ️ 😍  👏,strongly positive,❤ ️ 😍 👏
B4,31121,☕ ️ ☕ ️🇭🇷🇭🇷🇭🇷 🌹  🌹  🌹  🌹  🌹  🌹  💕  💕  💕  💕  💕  😘  😘  😘  😘  😘  😘  😘  😘  😘  😘  😘,strongly positive,☕ ️ ☕ ️🇭🇷🇭🇷🇭🇷 🌹 🌹 🌹 🌹 🌹 🌹 💕 💕 💕 💕 💕 😘 😘 😘 😘 😘 😘 😘 😘 😘 😘 😘
B4,31122,graduated…with green day! objects in the rear view mirror…,neutral,graduated…with green day ! object rear view mirror…
B4,31127,bring this to,neutral,bring
B4,31129,😍  😍  😍  ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️,strongly positive,😍 😍 😍 ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️
B4,31130,beautiful woman naturally pretty doll bye  👏  👏  👏  🔥  🔥  🔥  ❤ ️ ❤ ️ ❤ ️,strongly positive,beautiful woman naturally pretty doll bye 👏 👏 👏 🔥 🔥 🔥 ❤ ️ ❤ ️ ❤ ️
B4,31131,💖  💖  🌹,strongly positive,💖 💖 🌹
B4,31135,new as in same.,neutral,new same
B4,31139,❤ ️ ❤ ️ ❤ ️sexy and beautiful,strongly positive,❤ ️ ❤ ️ ❤ ️sexy beautiful
B4,31142,she has really promoted this,positive,really promote
B4,31143,stunning beautiful,strongly positive,stun beautiful
B4,31145,can’t wait 🔥  🔥  🔥  🔥  🔥,strongly positive,cant wait 🔥 🔥 🔥 🔥 🔥
B4,31149,"awww, look at kim",neutral,awww look kim
B4,31150,we love you sm babe,strongly positive,love sm babe
B4,31151,🤎  🤎  🤎  🤎  🤎  🤎  🤎  🤎,neutral,🤎 🤎 🤎 🤎 🤎 🤎 🤎 🤎
B4,31152,🤎  🤎  🤎  🤎  🤎  🤎,neutral,🤎 🤎 🤎 🤎 🤎 🤎
B4,31154,such a pretty gal  😍  🤤,strongly positive,pretty gal 😍 🤤
B4,31155,🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤧  🤧  🤧  🤧  🤧  🤧  🤧,strongly negative,🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤧 🤧 🤧 🤧 🤧 🤧 🤧
B4,31157,💜  💜  💜  🎀,strongly positive,💜 💜 💜 🎀
B4,31158,stunning  😍  🔥  ❤ ️,strongly positive,stun 😍 🔥 ❤ ️
B4,31159,so beautiful  😍  😍  😍,strongly positive,beautiful 😍 😍 😍
B4,31165,🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍  🐍,strongly negative,🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍 🐍
B4,31166,🐍  🎀,strongly negative,🐍 🎀
B4,31168,🐍  🐍,strongly negative,🐍 🐍
B4,31169,🐍  🐍  🐍,strongly negative,🐍 🐍 🐍
B4,31170,🐍  🐍  🐍  🐍,strongly negative,🐍 🐍 🐍 🐍
B4,31177,👏  👏  🔥  🔥  😍  😍  ❤ ️ ❤ ️ ❤ ️,strongly positive,👏 👏 🔥 🔥 😍 😍 ❤ ️ ❤ ️ ❤ ️
B4,31182,those stupid fish lips!,strongly negative,stupid fish lip !
B4,31185,my princess  😍  😍  ❤ ️,strongly positive,princess 😍 😍 ❤ ️
B4,31186,her hair is soo shiny and silky looking 🔥,positive,hair soo shiny silky look 🔥
B4,31187,lol  ❤ ️ 🔥  ❤ ️ ❤ ️ ❤ ️,strongly positive,lol ❤ ️ 🔥 ❤ ️ ❤ ️ ❤ ️
B4,31191,🔥  🔥  🔥  🤎  🤎  🤎  🤎  🤎,strongly positive,🔥 🔥 🔥 🤎 🤎 🤎 🤎 🤎
B4,31196,this reminds me of my sears 2005 graduation pictures with the mirror table.,neutral,reminds sears 00 graduation picture mirror table
B4,31198,yes queen  ❤ ️,strongly positive,yes queen ❤ ️
B4,31200,❤ ️kim never you looking me  ♥ ️ 🫵  🏿  🥭  😂  🔥  😘 🇨🇺 💪  🏽  💪  🏽  🙏  🏿,strongly positive,❤ ️kim never look ♥ ️ 🫵 🏿 🥭 😂 🔥 😘 🇨🇺 💪 🏽 💪 🏽 🙏 🏿
B4,31204,WOW! KIM U ARE SO SO SEXY BEAUTIFUL MY LOVE OK. ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️,strongly positive,WOW ! KIM SEXY BEAUTIFUL LOVE OK ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️
B4,31205,superrrdani is your best stylist ever girl  ❤ ️,strongly positive,superrrdani best stylist ever girl ❤ ️
B4,31209,..if you like someone that supports paedophilia bondage like she does with the company she's now ambassador for,strongly positive,if like someone support paedophilia bondage like company ambassador
B4,31211,beautiful colors!  👏,strongly positive,beautiful color ! 👏
B4,31212,👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎  👎,neutral,👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎
B4,31216,what a lovely profile  ❣ ️,strongly positive,lovely profile ❣ ️
B4,31220,always trust the best cleaning services in nyc,strongly positive,always trust best cleaning service nyc
B4,31224,🔥  🔥  🔥  🔥  🙌  🙌  🙌  🙌  🙌  😍  😍  😍,strongly positive,🔥 🔥 🔥 🔥 🙌 🙌 🙌 🙌 🙌 😍 😍 😍
B4,31225,"❤ ️ you're so beautiful woman anyway, sentence the best myself thoughts about you with my pleasure is mine  💏  love  😍  you! 🔥 my heart  ♥  for every always happy!!!",strongly positive,❤ ️ beautiful woman anyway sentence best thought pleasure mine 💏 love 😍 you ! 🔥 heart ♥ every always happy ! ! !
B4,31227,👸  🏻  🖤  💪  🏽  😘  🥰  😍  🌹  🌷  💘  💋  💋  💋,strongly positive,👸 🏻 🖤 💪 🏽 😘 🥰 😍 🌹 🌷 💘 💋 💋 💋
B4,31229,you look like you have a lazy eye in the 3rd pic lol,positive,look like lazy eye rd pic lol
B4,31230,right.. it's disgusting  🤮,strongly negative,right disgust 🤮
B4,31231,me to their disgusting..,strongly negative,disgust
B4,31232,"😂  😂  she doesn't even make up products, what does that tell you lol now she's the ambassador or company in bondage and paedophilia in their ads .. pretty disgusting",strongly positive,😂 😂 even make product tell lol ambassador company bondage paedophilia ad pretty disgust
B4,31234,😮   🔥   👏,strongly positive,😮 🔥 👏
B4,31239,😍  😍  😍  😍  😍  ❤ ️ ❤ ️ 😢  😢  😢  😢  😢,strongly positive,😍 😍 😍 😍 😍 ❤ ️ ❤ ️ 😢 😢 😢 😢 😢
B4,31244,it's my birthday kim ❤ ️,strongly positive,birthday kim ❤ ️
B4,31247,👏  👏  👏  amazing,strongly positive,👏 👏 👏 amaze
B4,31248,look s0o gorgeous  ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️,strongly positive,look s0o gorgeous ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️
B4,31249,🔥  🔥 🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱 ❤ ️‍ 🔥  ❤ ️‍ 🔥  ❤ ️‍ 🔥,strongly positive,🔥 🔥 🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱 ❤ ️‍ 🔥 ❤ ️‍ 🔥 ❤ ️‍ 🔥
B4,31250,pedophilia supporter on the loose!,negative,pedophilia supporter loose !
B4,31251,❤ ️ 💯  😍  🥰  🔥,strongly positive,❤ ️ 💯 😍 🥰 🔥
B4,31253,beautiful..stunning,neutral,beautifulstunning
B4,31256,cute ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ 🔥  🔥  🔥  🔥,strongly positive,cute ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ 🔥 🔥 🔥 🔥
B4,31257,it's really looks great on you and match you're beautiful skin colour,strongly positive,really look great match beautiful skin colour
B4,31259,❤ ️ ❤ ️ ❤ ️ 🔥  🔥  🔥  ❤ ️ ❤ ️ ❤ ️,strongly positive,❤ ️ ❤ ️ ❤ ️ 🔥 🔥 🔥 ❤ ️ ❤ ️ ❤ ️
B4,31261,🇦🇿🇹🇷🇦🇿🇹🇷,neutral,🇦🇿🇹🇷🇦🇿🇹🇷
B4,31262,this is the original kim  🔥  🔥  🔥,strongly positive,original kim 🔥 🔥 🔥
B4,31265,the queen,strongly positive,queen
B4,31266,"you’re a sick human being. I used to support you but this, your sick.",strongly negative,youre sick human be use support this sick
B4,31269,we've moved on  😂,positive,weve move 😂
B4,31271,love u kimmy poo,strongly positive,love kimmy poo
B4,31272,gorgeous  😍  😍  ❤ ️,strongly positive,gorgeous 😍 😍 ❤ ️
B4,31273,🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮  🤮,strongly negative,🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮 🤮
B4,31274,her lips look all wrinkly  🫢,neutral,lip look wrinkly 🫢
B4,31277,was till you went back to the big B pedi life.,neutral,till go back big B pedi life
B4,31279,the lord will deal with you and your kids.,neutral,lord deal kid
B4,31284,love you kimmy ❤ ️ ❤ ️ ❤ ️ ❤ ️ !!,strongly positive,love kimmy ❤ ️ ❤ ️ ❤ ️ ❤ ️ ! !
B4,31286,🫠  🫠  🫠 …,neutral,🫠 🫠 🫠 …
B4,31287,lovely  👏  🏻,strongly positive,lovely 👏 🏻
B4,31289,so beautiful and sexy hott and sexy  ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️,strongly positive,beautiful sexy hott sexy ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️
B4,31290,🔥  🔥  🔥  🔥  💨,strongly positive,🔥 🔥 🔥 🔥 💨
B4,31291,keep sending them your money… smh,negative,keep send money… smh
B4,31295,👏  g o o d photos,positive,👏 g photo
B4,31296,see my art work please  😢,negative,see art work please 😢
B4,31297,"check my song ""kim K"" out  🙏",neutral,check song kim K 🙏
B4,31298,❤ ️ ❤ ️ ❤ ️ ❤ ️so beautiful,strongly positive,❤ ️ ❤ ️ ❤ ️ ❤ ️so beautiful
B4,31299,🇦🇲🇦🇲 🩷  🩷,neutral,🇦🇲🇦🇲 🩷 🩷
B4,31302,👻  💖  🌹  🧿,strongly positive,👻 💖 🌹 🧿
B4,31304,HA you thought we all forgot,positive,HA thought forgot
